	Center	Punct\cont	X	VERB	N\P	S_O	Time	KNOW	Perso?	Act				Full context
ru1010	А уж Вы то		Вы	знать	p	s	present	1						знаете что к чему, подкованы. Только отчего
ru1010	— уж Вы то		вы	знать	p	s	present	1						знаете. Своих детей в мышеловку повезёте
ru1010	что уж вы то		вы	знать	p	s	present	1						точно знаете, каким этому стоит быть
ru1010	, уж Вы то		Вы	знать	p	s	present	1	1					это знаете не понаслышке. Максимум можно
ru1010	, уж Вы то		Вы	знать	p	s	present	1	1					это знаете Он очень рискует. По сути -
ru1010	поскольку уж девушки то		девушки	знать	n	S	present	1						знают, что самая сексуальная часть мужчины
ru1010	и уж его то		его	упрекнуть	p	O	inf	1						, трудно упрекнуть в незнании процесса детопроизводства
ru1010	то уж ее то		ее	знать	p	-	present	1						ИНН вы точно знаете, закажите полную выписку
ru1010	- уж ей то		ей	быть знакомым	p	o	past	1	1					эта роль была знакома не по наслышке. Ну
ru1010	А уж их то		их	знать	p	O	present	1						в Питере наверняка знают, равно как и других
ru1010	, уж камни то		камни	знать	n	O	present	1						я знаю. Настоящий рубин, причем весьма
ru1010	, уж Кендрик то		Кендрик	знать	n	S	present	1						не понаслышке знает, как играть против
ru1010	но уж Лилит то		Лилит	должен знать	n	S	inf	1						должна знать, что действия девушки весьма
ru1010	.... уж мне то		мне	быть известным	p	O	present	1						это известно (один из родителей руководитель
ru1010	, уж он то		он	обижать	p	s	future		1					не обидит ! Ситуация на рынке такова, что
ru1010	Да уж мне то		мне	знать	p	S	inf	1						не знать этого, – ответил я ему, – вместе
ru1010	А уж мы то		мы	помогать	p	s	future		1					со своей пензии поможем, вы ужо и не сумлевайтеся
ru1010	что уж вам то		вам	удаваться	p	S	inf		1					удастся ...не удастся , если для вас сейчас
ru1010	а уж я то		я	-	p	s	-		1					как! :laugh: Простите, опять я размечталась
ru1010	что уж она то		она	уметь	p	s	present		1					умеет присулживаться к клиентам. Я ва принципе
ru1010	как уж мы то		мы	пользоваться	p	s	present		1	1				точно не будем пользоваться химическими
ru1010	, уж мы то		мы	уметь	p	s	present		1					умеем читать между строк и т. д. Как пример
ru1010	Так уж мы то		мы	знать	p	s	present	1						все знаем, что “правила устанавливают американцы
ru1010	, уж мы то		мы	знать	p	s	present	1						знаем ;) Сигнализации с автозапуском
ru1010	- уж мы то		мы	знать	p	s	present	1						знаем как там все было! Уж мы то знаем
ru1010	которую уж мы то		мы	знать	p	s	present	1						знаем кто устраивает и спонсирует, и что
ru1010	святилища уж они то		они	быть	p	s	future							будут. вывод:если руки золотые то дарками
ru1010	.... уж мы то		мы	знать	p	s	present	1						знаем что остров необитаем. ; ) А по поводу
ru1010	а уж мы то		мы	знать	p	s	present	1						знаем, как грамотно подкатить. Выйдя
ru1010	, уж мы то		мы	знать	p	s	present	1						знаем, мой сын там уже 5 месяцев.
ru1010	(уж мы то		мы	знать	p	s	present	1						знаем, что есть разные способы секса),
ru1010	“уж мы то		мы	знать	p	s	present	1						знаем, что такое настоящее качество, что
ru1010	И уж он то		он	цепляться	p	s	future		1					будет цепляться за всех и вся, да и инвесторы-кредиторы
ru1010	- уж я то		я	следить	p	s	present		1					слежу за этим не первый год :) есть сдвиги
ru1010	А уж мне то		мне	дать	p	O	past		1	1				сегодня давно бы дали квартиру от того
ru1010	А уж мы то		мы	знать	p	s	present	1						их знаем! Один математик Григорий Перельман
ru1010	но уж мы то		мы	знать	p	s	present	1						с вами знаем цену их анонсов). Итак, один
ru1010	(уж объем то		объем	научиться	n	O	past							научились увеличивать, прикладывая самые
ru1010	А уж мы то		мы	знать	p	s	present	1						с вами хорошо знаем, что нет ничего более
ru1010	, уж мы то		мы	знать	p	s	present	1	1					уж точно знаем как выполнить правильно
ru1010	Ну уж мы то		мы	знать	p	s	present	1	1					феи знаем где и когда цветут редкие цветы
ru1010	, уж мы то		мы	знать	p	s	present	1	1					это знаем наверняка/ учеников) закончиться
ru1010	... уж мы то		мы	знать	p	s	present	1	1					это знаем точно! Из века в век, работа
ru1010	– уж мы то		мы	знать	p	s	present	1	1					это знаем!! В итоге на ближайшие дни прогноз
ru1010	, уж вы то		вы	смотреть	p	s	future		1					глазами казаков точно смотреть не будете
ru1010	, уж их то		их	переплюнуть	p	O	past			1				никто ещё не переплюнул Фильм должен
ru1010	Ну уж этот то		этот	нуждаться	p	S	inf							фильм в представлении не нуждается! МЕГА
ru1010	- уж они то		они	првынуть	p	s	past		1					привыкли выкладывать круглые суммы за софт
ru1010	а уж бетон то		бетон	залить	n	O	future			1				я и сам залью.... залить то действительно
ru1010	Все-таки уж храм то		храм	будить	n	S	inf							точно должен будить светлые чувства, а
ru1010	, уж они то		они	понаписать	p	s	past		1					в международном праве всякого понаписали
ru1010	, уж вам то		вам	положено	p	S	inf		1					по статусу положено. Пы.Сы. Девочки
ru1010	что уж они то		они	видеть	p	s	past		1					видели историю, от и до… Все в этом городе
ru1010	- уж они то		они	мучаться	p	s	present							точно и явно мучаются и нам сколько хлопот
ru1010	что уж они то		они	делать	p	s	past		1	1				все делали совершенно правильно в своей
ru1010	что уж он то		он	выйти	p	s	future		1	1				запросто выйдет из всего того, во что умудрился
ru1010	а уж приора то		приора	улучшиться	n	S	past							как улучшилась- одни задние фонари чего
ru1010	И уж деньги то		деньги	брать	n	O	present			1				они скромно берут.Лично мне нарвится. Наташа
ru1010	- уж он то		он	оставлять	p	s	past			1				наверняка оставлял на земле канавку, волочась
ru1010	и уж его то		его	пропустить	p	O	future			1				мы не пропустим. Ведь наша Агнесс еще не
ru1010	и уж им то		им	принадлежать	p	O	present							я принадлежу безраздельно. Но все таки
ru1010	Вот уж ужас то		ужас	предстоять	n	S	present							, видимо, предстоит. А я надеюсь, что постарше
ru1010	Джексон-суперпроффесионалы уж они то		они	мочь	p	s	past							могли сыграть лучше.А такое чувство что
ru1010	а уж он то		он	знать	p	s	present	1						, поверьте, знает, что с данной свечой делать
ru1010	Ибо уж он то		он	знать	p	s	present	1						, точно знает, что офисные перегородки и
ru1010	а уж он то		он	знать	p	s	past	1						, точно знал, что такой формулы не существует
ru1010	был уж он то		он	знать	p	s	present	1						в шышках толк знает, послали бы его в Голландию
ru1010	А уж он то		он	знать	p	s	present	1						внутренности Виндовс знает. Вообще
ru1010	, уж Он то		Он	знать	p	s	past	1						все это знал от начала времен. Я просто
ru1010	,уж он то		он	знать	p	s	past	1						всегда знал что делать с мячем после "своего
ru1010	, уж он то		он	знать	p	s	present	1						знает как обращаться с ними. Такой домик
ru1010	а уж он то		он	знать	p	s	present	1						знает как правильно им распорядится. Гоор
ru1010	, уж он то		он	знать	p	s	present	1						знает толк в красивых актрисах..
ru1010	и уж он то		он	знать	p	s	present	1						знает толк в цифрах. К вышеизложенному
ru1010	- уж он то		он	быть в курсе	p	s	present	1						в курсе того дела. С этим - к нему.
ru1010	а уж он то		он	знать	p	s	present	1						знает чем все обернется и такого рода залог
ru1010	что уж он то		он	знать	p	s	present	1						знает, где такая Латвия расположена. Точно
ru1010	, уж он то		он	знать	p	s	present	1						знает, рушатся пирамиды сами, или их рушат
ru1010	, уж он то		он	знать	p	s	present	1						знает, что где и как. И Сурков его шеф
ru1010	- уж он то		он	знать	p	s	present	1						знает... Выглядел телевизор совершенно
ru1010	вот уж поручни то		поручни	быть	n	S	present							там есть или заборчик какой-нибудь ажурный
ru1010	а уж он то		он	знать	p	s	past	1						знал толк в еде и напитках. Впервые мохито
ru1010	, уж он то		он	знать	p	s	past	1						знал цену свободы и рабства. Нет у свободы
ru1010	Ну уж я то		я	выжить	p	s	future		1					выживу и близких уберегу, забьюсь в дыру
ru1010	и уж он то		он	знать	p	s	past	1						знал, что проповедывать может только Брамин
ru1010	и уж своих то		своих	приходится	p	O	inf							им придется кормить или выпускать наверх
ru1010	ты уж всех то		всех	грести	p	O	future			1				не греби под одну гребенку. И типа я вроде
ru1010	- уж его то		его	обнаружить	p	O	past			1				Хель бы обнаружила! Теряясь в догадках
ru1010	- уж его то		его	истреблять	p	O	future			1				они истребят быстро и без колебаний. Ему
ru1010	(уж Англия то		Англия	упустить	n	S	past							в жизни не упустила случая отхватить себе
ru1010	, уж она то		она	думать	p	s	present		1					думаю знает лучше нас всех свою дочь и
ru1010	Но уж она то		она	найти	p	s	future			1				точно найдет этому фрукту лучшее применение
ru1010	– уж мы то		мы	наработаться	p	s	future		1					по любому его наработаемся... Опять ремонт
ru1010	Раз уж пятница то		пятница	-	n	S	-							пятничный вопрос: если ребенок в 4 месяца
ru1010	- уж меня то		меня	научить	p	O	past		1					, тёмного человека, научили, а вам то грех
ru1010	, уж он то		он	знать	p	s	present	1						по своему опыту знает каким должен быть
ru1010	поскольку уж он то		он	знать	p	s	present	1						точно знает всю подоплеку нынешней власти
ru1010	а уж дети то		дети	пищать	n	S	present		1					просто пищат от восторга. В самом зоопарке
ru1010	(уж он то		он	знать	p	s	past	1	1					хорошо знал все свойства человеческого
ru1010	а уж он то		он	знать	p	s	past	1	1					хорошо знал настоящую историю, достоверную
ru1010	, уж он то		он	знать	p	s	past	1	1					это знал доподлинно, а так налетался вволю
ru1010	им уж они то		они	продать	p	s	future		1					тебя не продадут. Верь в светлое
ru1010	- уж вы то		вы	описывать	p	s	future		1	1				опишите в таком случае ацкую схему этого
ru1010	, уж ей то		ей	хватать	p	O	inf							всегда мяса хватало, а потом шла на водопой
ru1010	- уж он то		он	смочь	p	s	future		1					всегда сможет отложить, припрятать дефицитный
ru1010	что уж они то		они	посоветовать	p	s	future		1					плохого не посоветуют мой отпуск
ru1010	– уж их то		их	подвергать	p	O	past							она не подвергала сомнению, а именно она
ru1010	а уж ведьмам то		ведьмам	-	n	O	-		1					как надо Все только ведутся по линии
ru1010	- уж он то		он	написать	p	s	past		1	1				бы поболе и поинтереснее написал.
ru1010	, уж она то		она	знать	p	s	present	1						знает - опыт не пропьешь!!! )))))
ru1010	, уж она то		она	знать	p	s	present	1						знает много об этих выдающихся людях. Можно
ru1010	то уж она то		она	знать	p	s	present	1						знает мужа как облупленного. Если она и
ru1010	, уж она то		она	знать	p	s	present	1						знает толк в пирожках и борщик у нее наваристый
ru1010	А уж она то		она	знать	p	s	past	1						знала толк в красоте. Клеопатра сделала
ru1010	, уж она то		она	знать	p	s	past	1						знала что такое голод. Но на сколько она
ru1010	, уж она то		она	знать	p	s	past	1						знала, что Летта постоянно занятая, такая
ru1010	а уж персоналки то		персоналки	пересчитать	n	O	inf			1				и по пальцам наверное пересчитать можно
ru1010	Ну уж нам то		нам	грозить	p	O	present		1					это точно "не грозит"... А Тойоте просто
ru1010	) уж я то		я	ошибиться	p	s	future		1	1				не ошибусь!!!:) Он старше меня на
ru1010	, уж она то		она	знать	p	s	present	1						прекрасно знает, что такое этот предмет
ru1010	гади уж она то		она	знать	p	s	present	1						точно знает под кого подложила риттузю
ru1010	но уж она то		она	знать	p	s	past	1	1					точно знала, что никому не продавала принадлежащую
ru1010	- уж хозяйка то		хозяйка	защитить	n	S	future		1					всегда защитит от неприятностей.
ru1010	, уж я то		я	видеть	p	s	past		1					видел действительно несгибаемых людей в
ru1010	, уж он то		он	быть	p	s	past		1					точно был не вправе ее задерживать. Ну
ru1010	А уж они то		они	смыслить	p	s	present	1						смыслят в казни. Он сон забыл, презрел
ru1010	– уж кружка то		кружка	пригодиться	n	S	future							точно в домен пригодиться. Но даря кружку
ru1010	хотя уж мы то		мы	иметь	p	s	past		1					вроде имели на это право – ведь мы одни
ru1010	Хотя уж он то		он	мочь	p	s	past		1					вполне мог завести себе очень дорогого
ru1010	а уж он то		он	понимать	p	s	present		1					в скорых реально понимает лучше нас всех
ru1010	а уж они то		они	быть осведомленным	p	s	present	1						в полной мере осведомлены о потребностях
ru1010	...уж они то		они	быть виноватым	p	s	present		1					действительно не виноваты..они точно играют
ru1010	мере уж губы то		губы	подкрасить	n	S	future			1				обязательно подкрасит. Так что без стандартного
ru1010	? уж этот то		этот	оказаться	p	S	future		1					точно окажется в итоге козлом отпущения
ru1010	а уж они то		они	знать	p	s	past	1						знали толк в сушке, зачем изобретать велосипед
ru1010	– уж их то		их	погладить	p	O	future			1				и погладят, и обнимут, и в мохнатую щечку
ru1010	– уж ей то		ей	хватать	p	O	inf							прыткости и динамики хватало. Поэтому забыв
ru1010	А уж они то		они	быть заинтересованным	p	s	future		1					будут кровно заинтересованы в том, чтобы
ru1010	но уж они то		они	быть должным	p	s	present		1					должны мне помочь! Поэтому критерий номер
ru1010	, уж наркоту то		наркоту	достать	n	O	inf			1				там достать не проблема haglar, ты бы лучше
ru1010	– уж его то		его	можно	p	O	inf							можно и «сам на сам» пить! И вот я уже
ru1010	– уж мы то		мы	навидаться	p	s	past		1					навидались различных вариантов тюнинга
ru1010	что уж я то		я	выстрелить	p	s	future		1	1				выстрелю, не так ли?.. Бросьте пистолет
ru1010	и уж их то		их	обмануть	p	O	future		1					никто никогда не сможет обмануть! Чем вопить
ru1010	что уж моя то		моя	быть способным	p	S	inf		1					точно на такое не способна. и если уж и
ru1010	и уж они то		они	давать	p	s	future		1	1				своим детям все дадут, а остальные как-это
ru1010	что уж его то		его	-	p	-	inf		1					голос верняк важный. Вобщем-то идея эта
ru1010	а уж они то		они	знать	p	s	present	1						знают в этом толк! И помните, что самые
ru1010	а уж они то		они	знать	p	s	present	1						знают в этом толк. Ответы на самые распространенные
ru1010	а уж они то		они	знать	p	s	present	1						знают в этом толк. Приводим ответы
ru1010	(уж они то		они	знать	p	s	present	1						знают к кому именно надо подойти с таким
ru1010	74 уж ты то		ты	-	p	s	-		1					вроде авиатор со стажем!))) RAID74
ru1010	, уж они то		они	знть	p	s	present	1						знают толк в роскоши и архитектурных шедеврах
ru1010	, уж они то		они	знать	p	s	present	1						знают чаяния и наказы избирателей) 2. При
ru1010	, уж они то		они	знать	p	s	present	1						знают что после интересных приключений
ru1010	а уж они то		они	знать	p	s	present	1						знают, в твердую сталь. Он обвиняет лечебное
ru1010	– уж туалеты то		туалеты	-	n	S	-							у них почище чем во всей Европе - особенно
ru1010	а уж они то		они	знать	p	s	present	1						знают, где в столице стоит жить и растить
ru1010	(уж они то		они	знать	p	s	present	1						знают, где взять дешевый трафик) так же
ru1010	А уж они то		они	знать	p	s	present	1						знают, где там скилеты в шкафах. Недаром
ru1010	и уж они то		они	знать	p	s	present	1						знают, как и что надо делать. В общем,
ru1010	А уж они то		они	знать	p	s	present	1						знают, как сделать так, чтоб такой текст
ru1010	что уж они то		они	знать	p	s	present	1						знают, как там оно вышло измени ему так
ru1010	а уж они то		они	знать	p	s	present	1						знают, каком обличье она вибротренажеры
ru1010	а уж они то		они	знать	p	s	present	1						знают, пениса дрогнул. препараты для похудения
ru1010	, уж они то		они	знать	p	s	present	1						знают, что всегда найдутся те, кто хочет
ru1010	Консулу- уж они то		они	знать	p	s	present	1						знают, что написать. Удачи и не дрейфь!
ru1010	а уж они то		они	знать	p	s	present	1						знают, что просто так ничего не происходит
ru1010	, уж они то		они	знать	p	s	present	1						знают) 4. Для каждого «набора», полученного
ru1010	А уж они то		они	знать	p	s	present	1						лучше всех знают на чем стоит голд зарабатывать
ru1010	а уж они то		они	знать	p	s	present	1						лучше знают куда и как его использовать-так
ru1010	, уж они то		они	знать	p	s	present	1						лучше знают(hu) Зоя А подскажите
ru1010	и уж они то		они	знать	p	s	present	1						лучше нас знают как ее решить.Было бы достаточно
ru1010	и уж его то		его	заплюсовать	p	O	future			1				и заплюсует бдительный модер. Вот подобные
ru1010	, уж они то		они	знать	p	s	present	1						наверняка знают дорогу. В доках зайдите
ru1010	и уж они то		они	знать	p	s	present	1						наверняка знают что делать!!! Прошу
ru1010	,уж они то		они	знать	p	s	present	1	1					точно знают как надо жить. Эта статья
ru1010	, уж они то		они	знать	p	s	past	1	1					это знали … Они отбрасывали тень света
ru1010	- уж его то		его	кидать	p	O	future		1	1				никто "не кинет", он же и "грамотный" и
ru1010	все уж они то		они	придумать	p	s	future		1					наверное че-нибудь поумнее придумают, а
ru1010	, уж они то		они	показать	p	s	past		1	1				б этим Кличко показали и т. д. и т. п.
ru1010	и уж нашим то		нашим	знать	p	-	inf	1	1					читателям это не знать) – то ли еще будет
ru1010	, уж я то		я	помнить	p	s	present		1					помню. Art-ХАБАР ( #107887 ): Тёма, не
ru1010	И уж она то		она	мочь	p	s	future		1					, наверное, сможет развеять его страхи!
ru1010	а уж она то		она	постараться	p	s	past							постаралась, чтобы все его время было заполнено
ru1010	, уж парочка то		парочка	найтись	n	S	inf							точно найдется. А если подумать,
ru1010	что уж снега то		снега	быть	n	O	future							пока не будет. Стартую в 9-м часу, в субботнее
ru1010	А уж плита то		плита	знать	n	O	present	1						даже не знают где включается.Так что это
ru1010	. </p><p> уж ты то		ты	гнобить	p	s	present		1					Верку не гноби. Ей ответ интересен больше
ru1010	то уж редакция то		редакция	мочъ	n	S	past							могла это сделать Это же позорище - такие
ru1010	уверенностью уж они то		они	находиться	p	s	past							находились под постоянным наблюдением.
ru1010	- уж мы то		мы	организовывать	p	s	future		1	1				тебе организуем. Там местные (Слава с Валерой
ru1010	а уж казуалки то		казуалки	щелкать	n	O	present			1				вообще как орешки щелкает. А вообще
ru1010	что уж он то		он	оказаться	p	s	future		1					не окажеться на таком самолёте..
ru1010	. уж они то		они	пропускать	p	s	future		1					лажу не пропустят. доходило до того
ru1010	- уж он то		он	выходить	p	s	future		1					точно никогда не выйдет на Манежную площадь
ru1010	. уж он то		он	любить	p	s	present		1					(астахов) любит громкие дела, а тут резонанс
ru1010	что уж он то		он	быть виноватым	p	s	present		1					виноват в последнюю очередь. Главный орбитр
ru1010	что уж Вам то		Вам	волноваться	p	S	inf		1					волноваться не стоит. У вас там на железке
ru1010	,уж они то		они	ехать	p	s	future		1					точно не едут в Россию,им все рассказали
ru1010	такой уж психолог то		психолог	должен знать	n	S	inf	1						должен знать что это первый шаг ошибки-доказывать
ru1010	что уж стеной то		стеной	отгораживаться	n	O	inf			1				отгораживаться, мы же не враги, а очень
ru1010	, уж я то		я	есть	p	s	past		1					их ела и есть с чем сравнить. И стоили
ru1010	а уж они то		они	подтащить	p	s	future		1					по ходу подтащат близких по духу "исполнителей
ru1010	, уж полиция то		полиция	найти	n	S	past		1	1				для 100-120 болельщиков нашла бы несколько
ru1010	но уж родители то		родители	знать	n	S	inf	1						их должны знать... Купер А,
ru1010	что уж они то		они	достаить	p	s	future		1					доставят вас прямо в Ташкент - это разводка
ru1010	? уж ею то		ею	пользоваться	p	O	present			1				пользуется каждый второй это точно!
ru1010	что уж себя то		себя	знать	p	O	present	1						любимую я отлично знаю. Ан нет , дудки.
ru1010	а уж пользы то		пользы	-	n	S	-							в нем сколько.... Обязательно добавим
ru1010	, уж их то		их	смочь	p	O	future		1					она точно сможет развести на сережки с
ru1010	А уж кастомные то		кастомные	быть	n	S	future							точно будут. На счёт лидирует не
ru1010	, уж я то		я	увидеть	p	s	past		1					увидел хотя бы кое-какие вещи, ч/з которые
ru1010	Но уж король то		король	надевать	n	S	past		1	1				без сомнения не надевал медяшку или железку
ru1010	то уж такими то		такими	обладать	p	-	present	1						знаниями обладаю. И нечего меня презирать
ru1010	А уж смерч то		смерч	мочь	n	O	past							они не могли не заметить. - Странно
ru1010	– уж те то		те	знать	p	S	past	1	1					точно знали, как выжить вдали от цивилизации
ru1010	А уж они то		они	найти	p	s	future		1	1				найдут за что всех ВАС перестрелять...уверен
ru1010	- уж вам то		вам	должно	p	S	inf		1					должно быть интересно!!! А нам - как скажете
ru1010	а уж мой то		мой	-	p	S	-		1					темболее. Вот теперь хочу так же на электро
ru1010	Хотя уж ты то		ты	должен знать	p	s	inf	1						должен знать про многочисленные препятствия
ru1010	хотя уж ты то		ты	должен знать	p	s	inf	1						должен знать про ответа не добьешься».
ru1010	, уж ты то		ты	знать	p	s	present	1						знаешь всю мою историю не по форумам, а
ru1010	что уж ты то		ты	знать	p	s	present	1						знаешь историю самую правильную.
ru1010	но уж ты то		ты	знать	p	s	present	1						знаешь, не правда ли? Элайа снова захихикала
ru1010	, уж ты то		ты	знать	p	s	present	1						знаешь,-- Борланд уже полностью контролировал
ru1010	а уж шуму то		шуму	быть	n	O	past							было, шуму! абсолютно ординарный спектакль
ru1010	что уж ее то		ее	-	p	-	-		1					прелести натуральные. Но наше внимание
ru1010	, уж ты то		ты	знать	p	s	present	1	1					это знаешь. Но когда мог, жил кротко и
ru1010	- уж мне то		мне	насрать	p	O	past		1	1				насрали-насрали в Книгу жизни, а я прямо
ru1010	,уж тебе то		тебе	знать	p	O	inf	1						откуда знать?Свечку держал когда ?.и ты
ru1010	- уж их то		их	отличить	p	O	inf							отличить проще других:) - у меня сестра
ru1010	что уж тренер то		тренер	знать	n	S	present	1						как психолог, точно знает, что упражнения
ru1010	И уж они то		они	убивать	p	s	past		1	1				,точно её не убивали! Что то раньше вы их
ru1010	А уж прихожане то		прихожане	-	n	S	-		1					лицемеры. Сколько кричали, что если разрешат
ru1010	а уж оно то		оно	быть	p	s	past							и при коммунистах было. А от звона монет
ru1010	я уж ваших то		ваших	выкладывать	-	-	present			1				попов брюхатых не выкладываю, что ж это
ru1010	а уж она то		она	-	p	s	-		1					лучше меня. - Да брось, ты, Алка, не повезло
ru1010	а уж он то		он	упустить	p	s	past		1					символы вконтакте скачать упустил не ведающими
ru1010	что уж это то		это	знать	p	s	present	1						суппорт хотя бы знает), но и мне кажется
ru1010	, уж это то		это	знать	p	s	past	1	1					Хок знал очень хорошо — по собственному
ru1010	, уж это то		это	знать	p	s	present	1						я знаю, на моих глазах многие разбогатели
ru1010	Ну уж это то		это	знать	p	s	present	1						я точно знаю, что моя дочь не может выйти
ru1010	, уж тебе то		тебе	грозить	p	O	future		1					точно ничего не грозит , ты же не журналист
ru1010	, уж оно то		оно	обмануть	p	s	future							вас точно не обманет. Существует
ru1010	, уж они то		они	заслуживать	p	s	present		1					точно не заслуживают той жизни в которой
ru1010	- уж мужчины то		мужчины	заслужить	n	S	present		1					точно ничего хорошего не заслуживают.Ч
ru1010	- уж он то		он	найти	p	s	future		1	1				найдет с охраной общий язык д)отвечать
ru1010	- уж вы то		вы	мочь	p	s	past		1					могли бы. Я проложил дорогу. Теперь белоручки
ru1010	А уж они то		они	-	p	s	-		1					мастера провокаций. Весь мир об этом знает
ru1010	- уж контролёры то		контролёры	понимать	n	S	present		1					понимают, что если они начнут проверять
ru1010	- уж он то		он	-	p	s	-		1					точно не дурак, он король дураков.
ru1010	- уж вы то		вы	знакомиться	p	s	past		1	1				наверняка с материалами дела знакомились
ru1010	- уж мы то		мы	понимать	p	s	past		1					понимали друг друга с полу слова.
ru1010	, уж я то		я	делать	p	s	past		1	1				сама так делала знаю, только гадко потом
ru1010	- уж его то		его	должно	p	O	inf							должно хватить! Сейчас уже 115А есть
ru1010	, уж я то		я	знать	p	s	present	1						знаю :) Пожалуй, я знаю, что мне сейчас
ru1010	, уж я то		я	знать	p	s	present	1						знаю (мне давали на неделю погонять). От
ru1010	- уж я то		я	знать	p	s	present	1						знаю ))) Автор: Заголовок сообщения
ru1010	и уж я то		я	знать	p	s	present	1						знаю всех кто тут играл, и уж твоего мнения
ru1010	! уж я то		я	знать	p	s	present	1						знаю заебал газ а снимать жалко ! дешевле
ru1010	- уж я то		я	знать	p	s	present	1						знаю как сделать PR из ничего - организаторы
ru1010	, уж я то		я	знать	p	s	present	1						знаю как это делается))))) Все тут
ru1010	, уж я то		я	знать	p	s	present	1						знаю какой здесь креатив, на своей шкуре
ru1010	. уж я то		я	знать	p	s	present	1						знаю коим в какой то степени являюсь! им
ru1010	но уж я то		я	знать	p	s	present	1						знаю насколько она "хороша"... Лучше наших
ru1010	, уж я то		я	знать	p	s	present	1						знаю о чем говорю! Когда ко мне в аудиторию
ru1010	(уж я то		я	знать	p	s	present	1						знаю по своему горькому опыту) и желаю
ru1010	что уж я то		я	знать	p	s	present	1						знаю по-настоящему клевые места. Здесь
ru1010	,уж я то		я	знать	p	s	present	1						знаю чем он занимался и в основной деятельности
ru1010	- уж музыку то		музыку	писать	n	O	past			1				писали профессионалы :). Вероятно через
ru1010	и уж я то		я	знать	p	s	present	1						знаю, как выиграть в букмекерской конторе
ru1010	, уж я то		я	знать	p	s	present	1						знаю, как не приятно слышать про свою полноту
ru1010	– уж Вы то		Вы	соскучиваться	p	s	future		1					точно не соскучитесь, а свой досуг постоянно
ru1010	пушинки уж я то		я	знать	p	s	present	1						знаю, я сама весила 65кг сейчас слава богу
ru1010	..уж я то		я	знать	p	s	present	1						знаю,что говорю. На мой взгляд, девочка
ru1010	(уж я то		я	знать	p	s	present	1						знаю!) колокольный звон. И представьте
ru1010	(уж я то		я	знать	p	s	present	1						знаю!). Если же ты хочешь, чтоб тебя пожалели
ru1010	, уж я то		я	знать	p	s	present	1						знаю. Ведь совсем не сложно поддерживать
ru1010	, уж я то		я	знать	p	s	present	1						знаю. И планки Комода не помогут. Решай
ru1010	, уж я то		я	знать	p	s	present	1						знаю. Ознакомившись со списком тарифов
ru1010	– уж я то		я	знать	p	s	present	1						знаю. Такое дело никому не осилить. А если
ru1010	- уж он то		он	быть	p	s	future		1					точно будет с вами на конкурсе. Надеяться
ru1010	, уж я то		я	знать	p	s	present	1						знаю... Если надумаете брать с собой колбасу
ru1010	. уж я то		я	знать	p	s	present	1						знаю... Может быть какая-то кошка
ru1010	но уж я то		я	знать	p	s	present	1						знаю... Эх, Серега сразу бы разобрался,
ru1010	, уж я то		я	знать	p	s	present	1						знаю...!" Татьяне - респект! За такт и
ru1010	, уж я то		я	знать	p	s	present	1						знаю..... Следовательно, кредит —
ru1010	,уж я то		я	знать	p	s	present	1						знаю.Пажайлусто помогите!? Здравствуйте
ru1010	, уж я то		я	знать	p	s	present	1						знаю") Хотя Государственный Центр
ru1010	Да уж он то		он	помочь	p	s	future							нам очень поможет. -Может в лагере
ru1010	(уж я то		я	знать	p	s	present	1						знаю),но это очень круто,поверьте...жители
ru1010	(уж я то		я	знать	p	s	present	1						знаю). а Казанова всё-таки страшный
ru1010	(уж я то		я	знать	p	s	present	1						знаю). Есть же даже пословицы "Меньше знаешь
ru1010	- уж я то		я	знать	p	s	present	1						истину знаю, а знаеш ли ее ты, я проверю
ru1010	что уж я то		я	знать	p	s	present	1						лучше всех знаю кто достоин приза. Вот
ru1010	– уж я то		я	знать	p	s	past	1						об этом знал точно. У меня была коллекция
ru1010	что уж Наши то		Наши	сдать	p	O	future		1	1				никогда не за какие лаваши не сдадут.
ru1010	, уж я то		я	знать	p	s	present	1						себя знаю! и так как... Раздел каталога
ru1010	… уж я то		я	знать	p	s	present	1						себя знаю. Инвентаризация или как
ru1010	,уж я то		я	знать	p	s	present	1						точно зна !),та и годится. Тем более,что
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю (благо 7 лет знакомы и каждый
ru1010	,уж я то		я	знать	p	s	present	1	1					точно знаю =)))) В собрании не бьют
ru1010	И уж я то		я	знать	p	s	present	1	1					точно знаю как они старались над этой песней
ru1010	что уж я то		я	знать	p	s	present	1	1					точно знаю как правильно. Даже если это
ru1010	и уж я то		я	знать	p	s	present	1	1					точно знаю кто у кого и кто чей язык знать
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю чем надо заниматься, а чем нет
ru1010	что уж я то		я	знать	p	s	present	1	1					точно знаю что такое биться головой о стену
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю это. Но постараться понять можно
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю, ведь сам когда-то учился блоггингу
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю, наградки полученные таким образом
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю! Разведу ка я какого нибудь
ru1010	, уж я то		я	знать	p	s	present	1	1					точно знаю. В комнате тихо заиграла
