	Center	Punct\cont	X	VERB	Time	N\P	S_O	KNOW	Perso?	Act				Full context
other	уж		я	знать	present	P	S	1						Ты меня прости и я тебя прощаю, А знаеш ты лучше не найдёшь, Поверь ужятознаю! [vikusjonif. Почему мы расстались ты так и не поймёшь http://stihi.ru/2006/06/21-1472 (2006)] [омонимия не снята]
other	уж		я	знать	present	P	S	1						Я не отвечу, все на свете Лишь для тебя, ужятознаю. [dark_wolf. Ты улетела, я не ответил http://stihi.ru/2008/05/05/4525 (2008)] [омонимия не снята]
other	Уж		я	знать	present	P	S	1						И передрягам всем на зло, Любовь жива! Ужятознаю. [pupkinsasha. Иногда бывает, что ночь подарИт http://stihi.ru/2008/12/09/1739 (2008)] [омонимия не снята]
other	уж		я	знать	present	P	S	1						Надев бессмысленные банты Себя за даром предлагаю Да видно не в цене таланты Не в этом суть, ужятознаю. [maljavka. Глядите, люди, что творится http://stihi.ru/2003/05/06-135 (2003)] [омонимия не снята]
other	уж		я	знать	present	P	S	1						Поверьте мне – ужятоэто точно знаю. [Беседу вели Софья БОБОРЕНКО, Ольга ЧУПОВА, Игорь ТЕТЕРИН, «КП» - Северная Европа». «Дима не чувствует себя небожителем, зато помнит и дорожит старыми друзьями» // Комсомольская правда, 2008.06.27] [омонимия не снята]
ru1010	... уж вам то		вам	знать	inf	P	S	1						не знать! Жалкое и убогое зрелище
ru1010	– уж Вам то		Вам	знать	inf	P	S	1						не знать))). Я нигде вроде не писал, что
ru1010	А уж все то		все	знать	present	P	-	1						карантины они знать наверно не могут да
ru1010	(уж вы то		вы	знать	present	P	S	1						знаете его идеалы) да, пошлите его идеалы
ru1010	– уж вы то		вы	знать	present	P	S	1						знаете наверняка какие у вас настройки
ru1010	А уж Вы то		Вы	знать	present	P	S	1						знаете что к чему, подкованы. Только отчего
ru1010	— уж Вы то		вы	знать	present	P	S	1						знаете. Своих детей в мышеловку повезёте
ru1010	что уж вы то		вы	знать	present	P	S	1						точно знаете, каким этому стоит быть
ru1010	, уж Вы то		Вы	знать	present	P	S	1	1					это знаете не понаслышке. Максимум можно
ru1010	, уж Вы то		Вы	знать	present	P	S	1	1					это знаете Он очень рискует. По сути -
ru1010	поскольку уж девушки то		девушки	знать	present	N	S	1						знают, что самая сексуальная часть мужчины
ru1010	и уж его то		его	упрекнуть	inf	P	O	1						, трудно упрекнуть в незнании процесса детопроизводства
ru1010	то уж ее то		ее	знать	present	P	-	1						ИНН вы точно знаете, закажите полную выписку
ru1010	- уж ей то		ей	быть знакомым	past	P	O	1	1					эта роль была знакома не по наслышке. Ну
ru1010	А уж их то		их	знать	present	P	O	1						в Питере наверняка знают, равно как и других
ru1010	, уж камни то		камни	знать	present	N	O	1						я знаю. Настоящий рубин, причем весьма
ru1010	, уж Кендрик то		Кендрик	знать	present	N	S	1						не понаслышке знает, как играть против
ru1010	но уж Лилит то		Лилит	должен знать	inf	N	S	1						должна знать, что действия девушки весьма
ru1010	.... уж мне то		мне	быть известным	present	P	O	1						это известно (один из родителей руководитель
ru1010	, уж он то		он	обижать	future	P	S		1					не обидит ! Ситуация на рынке такова, что
ru1010	Да уж мне то		мне	знать	inf	P	S	1						не знать этого, – ответил я ему, – вместе
ru1010	А уж мы то		мы	помогать	future	P	S		1					со своей пензии поможем, вы ужо и не сумлевайтеся
ru1010	что уж вам то		вам	удаваться	inf	P	S		1					удастся ...не удастся , если для вас сейчас
ru1010	а уж я то		я	-	-	P	S		1					как! :laugh: Простите, опять я размечталась
ru1010	что уж она то		она	уметь	present	P	S		1					умеет присулживаться к клиентам. Я ва принципе
ru1010	как уж мы то		мы	пользоваться	present	P	S		1	1				точно не будем пользоваться химическими
ru1010	, уж мы то		мы	уметь	present	P	S		1					умеем читать между строк и т. д. Как пример
ru1010	Так уж мы то		мы	знать	present	P	S	1						все знаем, что “правила устанавливают американцы
ru1010	, уж мы то		мы	знать	present	P	S	1						знаем ;) Сигнализации с автозапуском
ru1010	- уж мы то		мы	знать	present	P	S	1						знаем как там все было! Уж мы то знаем
ru1010	которую уж мы то		мы	знать	present	P	S	1						знаем кто устраивает и спонсирует, и что
ru1010	святилища уж они то		они	быть	future	P	S							будут. вывод:если руки золотые то дарками
ru1010	.... уж мы то		мы	знать	present	P	S	1						знаем что остров необитаем. ; ) А по поводу
ru1010	а уж мы то		мы	знать	present	P	S	1						знаем, как грамотно подкатить. Выйдя
ru1010	, уж мы то		мы	знать	present	P	S	1						знаем, мой сын там уже 5 месяцев.
ru1010	(уж мы то		мы	знать	present	P	S	1						знаем, что есть разные способы секса),
ru1010	“уж мы то		мы	знать	present	P	S	1						знаем, что такое настоящее качество, что
ru1010	И уж он то		он	цепляться	future	P	S		1					будет цепляться за всех и вся, да и инвесторы-кредиторы
ru1010	- уж я то		я	следить	present	P	S		1					слежу за этим не первый год :) есть сдвиги
ru1010	А уж мне то		мне	дать	past	P	O		1	1				сегодня давно бы дали квартиру от того
ru1010	А уж мы то		мы	знать	present	P	S	1						их знаем! Один математик Григорий Перельман
ru1010	но уж мы то		мы	знать	present	P	S	1						с вами знаем цену их анонсов). Итак, один
ru1010	(уж объем то		объем	научиться	past	N	O							научились увеличивать, прикладывая самые
ru1010	А уж мы то		мы	знать	present	P	S	1						с вами хорошо знаем, что нет ничего более
ru1010	, уж мы то		мы	знать	present	P	S	1	1					уж точно знаем как выполнить правильно
ru1010	Ну уж мы то		мы	знать	present	P	S	1	1					феи знаем где и когда цветут редкие цветы
ru1010	, уж мы то		мы	знать	present	P	S	1	1					это знаем наверняка/ учеников) закончиться
ru1010	... уж мы то		мы	знать	present	P	S	1	1					это знаем точно! Из века в век, работа
ru1010	– уж мы то		мы	знать	present	P	S	1	1					это знаем!! В итоге на ближайшие дни прогноз
ru1010	, уж вы то		вы	смотреть	future	P	S		1					глазами казаков точно смотреть не будете
ru1010	, уж их то		их	переплюнуть	past	P	O			1				никто ещё не переплюнул Фильм должен
ru1010	Ну уж этот то		этот	нуждаться	inf	P	S							фильм в представлении не нуждается! МЕГА
ru1010	- уж они то		они	првынуть	past	P	S		1					привыкли выкладывать круглые суммы за софт
ru1010	а уж бетон то		бетон	залить	future	N	O			1				я и сам залью.... залить то действительно
ru1010	Все-таки уж храм то		храм	будить	inf	N	S							точно должен будить светлые чувства, а
ru1010	, уж они то		они	понаписать	past	P	S		1					в международном праве всякого понаписали
ru1010	, уж вам то		вам	положено	inf	P	S		1					по статусу положено. Пы.Сы. Девочки
ru1010	что уж они то		они	видеть	past	P	S		1					видели историю, от и до… Все в этом городе
ru1010	- уж они то		они	мучаться	present	P	S							точно и явно мучаются и нам сколько хлопот
ru1010	что уж они то		они	делать	past	P	S		1	1				все делали совершенно правильно в своей
ru1010	что уж он то		он	выйти	future	P	S		1	1				запросто выйдет из всего того, во что умудрился
ru1010	а уж приора то		приора	улучшиться	past	N	S							как улучшилась- одни задние фонари чего
ru1010	И уж деньги то		деньги	брать	present	N	O			1				они скромно берут.Лично мне нарвится. Наташа
ru1010	- уж он то		он	оставлять	past	P	S			1				наверняка оставлял на земле канавку, волочась
ru1010	и уж его то		его	пропустить	future	P	O			1				мы не пропустим. Ведь наша Агнесс еще не
ru1010	и уж им то		им	принадлежать	present	P	O							я принадлежу безраздельно. Но все таки
ru1010	Вот уж ужас то		ужас	предстоять	present	N	S							, видимо, предстоит. А я надеюсь, что постарше
ru1010	Джексон-суперпроффесионалы уж они то		они	мочь	past	P	S							могли сыграть лучше.А такое чувство что
ru1010	а уж он то		он	знать	present	P	S	1						, поверьте, знает, что с данной свечой делать
ru1010	Ибо уж он то		он	знать	present	P	S	1						, точно знает, что офисные перегородки и
ru1010	а уж он то		он	знать	past	P	S	1						, точно знал, что такой формулы не существует
ru1010	был уж он то		он	знать	present	P	S	1						в шышках толк знает, послали бы его в Голландию
ru1010	А уж он то		он	знать	present	P	S	1						внутренности Виндовс знает. Вообще
ru1010	, уж Он то		Он	знать	past	P	S	1						все это знал от начала времен. Я просто
ru1010	,уж он то		он	знать	past	P	S	1						всегда знал что делать с мячем после "своего
ru1010	, уж он то		он	знать	present	P	S	1						знает как обращаться с ними. Такой домик
ru1010	а уж он то		он	знать	present	P	S	1						знает как правильно им распорядится. Гоор
ru1010	, уж он то		он	знать	present	P	S	1						знает толк в красивых актрисах..
ru1010	и уж он то		он	знать	present	P	S	1						знает толк в цифрах. К вышеизложенному
ru1010	- уж он то		он	быть в курсе	present	P	S	1						в курсе того дела. С этим - к нему.
ru1010	а уж он то		он	знать	present	P	S	1						знает чем все обернется и такого рода залог
ru1010	что уж он то		он	знать	present	P	S	1						знает, где такая Латвия расположена. Точно
ru1010	, уж он то		он	знать	present	P	S	1						знает, рушатся пирамиды сами, или их рушат
ru1010	, уж он то		он	знать	present	P	S	1						знает, что где и как. И Сурков его шеф
ru1010	- уж он то		он	знать	present	P	S	1						знает... Выглядел телевизор совершенно
ru1010	вот уж поручни то		поручни	быть	present	N	S							там есть или заборчик какой-нибудь ажурный
ru1010	а уж он то		он	знать	past	P	S	1						знал толк в еде и напитках. Впервые мохито
ru1010	, уж он то		он	знать	past	P	S	1						знал цену свободы и рабства. Нет у свободы
ru1010	Ну уж я то		я	выжить	future	P	S		1					выживу и близких уберегу, забьюсь в дыру
ru1010	и уж он то		он	знать	past	P	S	1						знал, что проповедывать может только Брамин
ru1010	и уж своих то		своих	приходится	inf	P	O							им придется кормить или выпускать наверх
ru1010	ты уж всех то		всех	грести	future	P	O			1				не греби под одну гребенку. И типа я вроде
ru1010	- уж его то		его	обнаружить	past	P	O			1				Хель бы обнаружила! Теряясь в догадках
ru1010	- уж его то		его	истреблять	future	P	O			1				они истребят быстро и без колебаний. Ему
ru1010	(уж Англия то		Англия	упустить	past	N	S							в жизни не упустила случая отхватить себе
ru1010	, уж она то		она	думать	present	P	S		1					думаю знает лучше нас всех свою дочь и
ru1010	Но уж она то		она	найти	future	P	S			1				точно найдет этому фрукту лучшее применение
ru1010	– уж мы то		мы	наработаться	future	P	S		1					по любому его наработаемся... Опять ремонт
ru1010	Раз уж пятница то		пятница	-	-	N	S							пятничный вопрос: если ребенок в 4 месяца
ru1010	- уж меня то		меня	научить	past	P	O		1					, тёмного человека, научили, а вам то грех
ru1010	, уж он то		он	знать	present	P	S	1						по своему опыту знает каким должен быть
ru1010	поскольку уж он то		он	знать	present	P	S	1						точно знает всю подоплеку нынешней власти
ru1010	а уж дети то		дети	пищать	present	N	S		1					просто пищат от восторга. В самом зоопарке
ru1010	(уж он то		он	знать	past	P	S	1	1					хорошо знал все свойства человеческого
ru1010	а уж он то		он	знать	past	P	S	1	1					хорошо знал настоящую историю, достоверную
ru1010	, уж он то		он	знать	past	P	S	1	1					это знал доподлинно, а так налетался вволю
ru1010	им уж они то		они	продать	future	P	S		1					тебя не продадут. Верь в светлое
ru1010	- уж вы то		вы	описывать	future	P	S		1	1				опишите в таком случае ацкую схему этого
ru1010	, уж ей то		ей	хватать	inf	P	O							всегда мяса хватало, а потом шла на водопой
ru1010	- уж он то		он	смочь	future	P	S		1					всегда сможет отложить, припрятать дефицитный
ru1010	что уж они то		они	посоветовать	future	P	S		1					плохого не посоветуют мой отпуск
ru1010	– уж их то		их	подвергать	past	P	O							она не подвергала сомнению, а именно она
ru1010	а уж ведьмам то		ведьмам	-	-	N	O		1					как надо Все только ведутся по линии
ru1010	- уж он то		он	написать	past	P	S		1	1				бы поболе и поинтереснее написал.
ru1010	, уж она то		она	знать	present	P	S	1						знает - опыт не пропьешь!!! )))))
ru1010	, уж она то		она	знать	present	P	S	1						знает много об этих выдающихся людях. Можно
ru1010	то уж она то		она	знать	present	P	S	1						знает мужа как облупленного. Если она и
ru1010	, уж она то		она	знать	present	P	S	1						знает толк в пирожках и борщик у нее наваристый
ru1010	А уж она то		она	знать	past	P	S	1						знала толк в красоте. Клеопатра сделала
ru1010	, уж она то		она	знать	past	P	S	1						знала что такое голод. Но на сколько она
ru1010	, уж она то		она	знать	past	P	S	1						знала, что Летта постоянно занятая, такая
ru1010	а уж персоналки то		персоналки	пересчитать	inf	N	O			1				и по пальцам наверное пересчитать можно
ru1010	Ну уж нам то		нам	грозить	present	P	O		1					это точно "не грозит"... А Тойоте просто
ru1010	) уж я то		я	ошибиться	future	P	S		1	1				не ошибусь!!!:) Он старше меня на
ru1010	, уж она то		она	знать	present	P	S	1						прекрасно знает, что такое этот предмет
ru1010	гади уж она то		она	знать	present	P	S	1						точно знает под кого подложила риттузю
ru1010	но уж она то		она	знать	past	P	S	1	1					точно знала, что никому не продавала принадлежащую
ru1010	- уж хозяйка то		хозяйка	защитить	future	N	S		1					всегда защитит от неприятностей.
ru1010	, уж я то		я	видеть	past	P	S		1					видел действительно несгибаемых людей в
ru1010	, уж он то		он	быть	past	P	S		1					точно был не вправе ее задерживать. Ну
ru1010	А уж они то		они	смыслить	present	P	S	1						смыслят в казни. Он сон забыл, презрел
ru1010	– уж кружка то		кружка	пригодиться	future	N	S							точно в домен пригодиться. Но даря кружку
ru1010	хотя уж мы то		мы	иметь	past	P	S		1					вроде имели на это право – ведь мы одни
ru1010	Хотя уж он то		он	мочь	past	P	S		1					вполне мог завести себе очень дорогого
ru1010	а уж он то		он	понимать	present	P	S		1					в скорых реально понимает лучше нас всех
ru1010	а уж они то		они	быть осведомленным	present	P	S	1						в полной мере осведомлены о потребностях
ru1010	...уж они то		они	быть виноватым	present	P	S		1					действительно не виноваты..они точно играют
ru1010	мере уж губы то		губы	подкрасить	future	N	S			1				обязательно подкрасит. Так что без стандартного
ru1010	? уж этот то		этот	оказаться	future	P	S		1					точно окажется в итоге козлом отпущения
ru1010	а уж они то		они	знать	past	P	S	1						знали толк в сушке, зачем изобретать велосипед
ru1010	– уж их то		их	погладить	future	P	O			1				и погладят, и обнимут, и в мохнатую щечку
ru1010	– уж ей то		ей	хватать	inf	P	O							прыткости и динамики хватало. Поэтому забыв
ru1010	А уж они то		они	быть заинтересованным	future	P	S		1					будут кровно заинтересованы в том, чтобы
ru1010	но уж они то		они	быть должным	present	P	S		1					должны мне помочь! Поэтому критерий номер
ru1010	, уж наркоту то		наркоту	достать	inf	N	O			1				там достать не проблема haglar, ты бы лучше
ru1010	– уж его то		его	можно	inf	P	O							можно и «сам на сам» пить! И вот я уже
ru1010	– уж мы то		мы	навидаться	past	P	S		1					навидались различных вариантов тюнинга
ru1010	что уж я то		я	выстрелить	future	P	S		1	1				выстрелю, не так ли?.. Бросьте пистолет
ru1010	и уж их то		их	обмануть	future	P	O		1					никто никогда не сможет обмануть! Чем вопить
ru1010	что уж моя то		моя	быть способным	inf	P	S		1					точно на такое не способна. и если уж и
ru1010	и уж они то		они	давать	future	P	S		1	1				своим детям все дадут, а остальные как-это
ru1010	что уж его то		его	-	inf	P	-		1					голос верняк важный. Вобщем-то идея эта
ru1010	а уж они то		они	знать	present	P	S	1						знают в этом толк! И помните, что самые
ru1010	а уж они то		они	знать	present	P	S	1						знают в этом толк. Ответы на самые распространенные
ru1010	а уж они то		они	знать	present	P	S	1						знают в этом толк. Приводим ответы
ru1010	(уж они то		они	знать	present	P	S	1						знают к кому именно надо подойти с таким
ru1010	74 уж ты то		ты	-	-	P	S		1					вроде авиатор со стажем!))) RAID74
ru1010	, уж они то		они	знать	present	P	S	1						знают толк в роскоши и архитектурных шедеврах
ru1010	, уж они то		они	знать	present	P	S	1						знают чаяния и наказы избирателей) 2. При
ru1010	, уж они то		они	знать	present	P	S	1						знают что после интересных приключений
ru1010	а уж они то		они	знать	present	P	S	1						знают, в твердую сталь. Он обвиняет лечебное
ru1010	– уж туалеты то		туалеты	-	-	N	S							у них почище чем во всей Европе - особенно
ru1010	а уж они то		они	знать	present	P	S	1						знают, где в столице стоит жить и растить
ru1010	(уж они то		они	знать	present	P	S	1						знают, где взять дешевый трафик) так же
ru1010	А уж они то		они	знать	present	P	S	1						знают, где там скилеты в шкафах. Недаром
ru1010	и уж они то		они	знать	present	P	S	1						знают, как и что надо делать. В общем,
ru1010	А уж они то		они	знать	present	P	S	1						знают, как сделать так, чтоб такой текст
ru1010	что уж они то		они	знать	present	P	S	1						знают, как там оно вышло измени ему так
ru1010	а уж они то		они	знать	present	P	S	1						знают, каком обличье она вибротренажеры
ru1010	а уж они то		они	знать	present	P	S	1						знают, пениса дрогнул. препараты для похудения
ru1010	, уж они то		они	знать	present	P	S	1						знают, что всегда найдутся те, кто хочет
ru1010	Консулу- уж они то		они	знать	present	P	S	1						знают, что написать. Удачи и не дрейфь!
ru1010	а уж они то		они	знать	present	P	S	1						знают, что просто так ничего не происходит
ru1010	, уж они то		они	знать	present	P	S	1						знают) 4. Для каждого «набора», полученного
ru1010	А уж они то		они	знать	present	P	S	1						лучше всех знают на чем стоит голд зарабатывать
ru1010	а уж они то		они	знать	present	P	S	1						лучше знают куда и как его использовать-так
ru1010	, уж они то		они	знать	present	P	S	1						лучше знают(hu) Зоя А подскажите
ru1010	и уж они то		они	знать	present	P	S	1						лучше нас знают как ее решить.Было бы достаточно
ru1010	и уж его то		его	заплюсовать	future	P	O			1				и заплюсует бдительный модер. Вот подобные
ru1010	, уж они то		они	знать	present	P	S	1						наверняка знают дорогу. В доках зайдите
ru1010	и уж они то		они	знать	present	P	S	1						наверняка знают что делать!!! Прошу
ru1010	,уж они то		они	знать	present	P	S	1	1					точно знают как надо жить. Эта статья
ru1010	, уж они то		они	знать	past	P	S	1	1					это знали … Они отбрасывали тень света
ru1010	- уж его то		его	кидать	future	P	O		1	1				никто "не кинет", он же и "грамотный" и
ru1010	все уж они то		они	придумать	future	P	S		1					наверное че-нибудь поумнее придумают, а
ru1010	, уж они то		они	показать	past	P	S		1	1				б этим Кличко показали и т. д. и т. п.
ru1010	и уж нашим то		нашим	знать	inf	P	-	1	1					читателям это не знать) – то ли еще будет
ru1010	, уж я то		я	помнить	present	P	S		1					помню. Art-ХАБАР ( #107887 ): Тёма, не
ru1010	И уж она то		она	мочь	future	P	S		1					, наверное, сможет развеять его страхи!
ru1010	а уж она то		она	постараться	past	P	S							постаралась, чтобы все его время было заполнено
ru1010	, уж парочка то		парочка	найтись	inf	N	S							точно найдется. А если подумать,
ru1010	что уж снега то		снега	быть	future	N	O							пока не будет. Стартую в 9-м часу, в субботнее
ru1010	А уж плита то		плита	знать	present	N	O	1						даже не знают где включается.Так что это
ru1010	. </p><p> уж ты то		ты	гнобить	present	P	S		1					Верку не гноби. Ей ответ интересен больше
ru1010	то уж редакция то		редакция	мочъ	past	N	S							могла это сделать Это же позорище - такие
ru1010	уверенностью уж они то		они	находиться	past	P	S							находились под постоянным наблюдением.
ru1010	- уж мы то		мы	организовывать	future	P	S		1	1				тебе организуем. Там местные (Слава с Валерой
ru1010	а уж казуалки то		казуалки	щелкать	present	N	O			1				вообще как орешки щелкает. А вообще
ru1010	что уж он то		он	оказаться	future	P	S		1					не окажеться на таком самолёте..
ru1010	. уж они то		они	пропускать	future	P	S		1					лажу не пропустят. доходило до того
ru1010	- уж он то		он	выходить	future	P	S		1					точно никогда не выйдет на Манежную площадь
ru1010	. уж он то		он	любить	present	P	S		1					(астахов) любит громкие дела, а тут резонанс
ru1010	что уж он то		он	быть виноватым	present	P	S		1					виноват в последнюю очередь. Главный орбитр
ru1010	что уж Вам то		Вам	волноваться	inf	P	S		1					волноваться не стоит. У вас там на железке
ru1010	,уж они то		они	ехать	future	P	S		1					точно не едут в Россию,им все рассказали
ru1010	такой уж психолог то		психолог	должен знать	inf	N	S	1						должен знать что это первый шаг ошибки-доказывать
ru1010	что уж стеной то		стеной	отгораживаться	inf	N	O			1				отгораживаться, мы же не враги, а очень
ru1010	, уж я то		я	есть	past	P	S		1					их ела и есть с чем сравнить. И стоили
ru1010	а уж они то		они	подтащить	future	P	S		1					по ходу подтащат близких по духу "исполнителей
ru1010	, уж полиция то		полиция	найти	past	N	S		1	1				для 100-120 болельщиков нашла бы несколько
ru1010	но уж родители то		родители	знать	inf	N	S	1						их должны знать... Купер А,
ru1010	что уж они то		они	достаить	future	P	S		1					доставят вас прямо в Ташкент - это разводка
ru1010	? уж ею то		ею	пользоваться	present	P	O			1				пользуется каждый второй это точно!
ru1010	что уж себя то		себя	знать	present	P	O	1						любимую я отлично знаю. Ан нет , дудки.
ru1010	а уж пользы то		пользы	-	-	N	S							в нем сколько.... Обязательно добавим
ru1010	, уж их то		их	смочь	future	P	O		1					она точно сможет развести на сережки с
ru1010	А уж кастомные то		кастомные	быть	future	N	S							точно будут. На счёт лидирует не
ru1010	, уж я то		я	увидеть	past	P	S		1					увидел хотя бы кое-какие вещи, ч/з которые
ru1010	Но уж король то		король	надевать	past	N	S		1	1				без сомнения не надевал медяшку или железку
ru1010	то уж такими то		такими	обладать	present	P	-	1						знаниями обладаю. И нечего меня презирать
ru1010	А уж смерч то		смерч	мочь	past	N	O							они не могли не заметить. - Странно
ru1010	– уж те то		те	знать	past	P	S	1	1					точно знали, как выжить вдали от цивилизации
ru1010	А уж они то		они	найти	future	P	S		1	1				найдут за что всех ВАС перестрелять...уверен
ru1010	- уж вам то		вам	должно	inf	P	S		1					должно быть интересно!!! А нам - как скажете
ru1010	а уж мой то		мой	-	-	P	S		1					темболее. Вот теперь хочу так же на электро
ru1010	Хотя уж ты то		ты	должен знать	inf	P	S	1						должен знать про многочисленные препятствия
ru1010	хотя уж ты то		ты	должен знать	inf	P	S	1						должен знать про ответа не добьешься».
ru1010	, уж ты то		ты	знать	present	P	S	1						знаешь всю мою историю не по форумам, а
ru1010	что уж ты то		ты	знать	present	P	S	1						знаешь историю самую правильную.
ru1010	но уж ты то		ты	знать	present	P	S	1						знаешь, не правда ли? Элайа снова захихикала
ru1010	, уж ты то		ты	знать	present	P	S	1						знаешь,-- Борланд уже полностью контролировал
ru1010	а уж шуму то		шуму	быть	past	N	O							было, шуму! абсолютно ординарный спектакль
ru1010	что уж ее то		ее	-	-	P	-		1					прелести натуральные. Но наше внимание
ru1010	, уж ты то		ты	знать	present	P	S	1	1					это знаешь. Но когда мог, жил кротко и
ru1010	- уж мне то		мне	насрать	past	P	O		1	1				насрали-насрали в Книгу жизни, а я прямо
ru1010	,уж тебе то		тебе	знать	inf	P	O	1						откуда знать?Свечку держал когда ?.и ты
ru1010	- уж их то		их	отличить	inf	P	O							отличить проще других:) - у меня сестра
ru1010	что уж тренер то		тренер	знать	present	N	S	1						как психолог, точно знает, что упражнения
ru1010	И уж они то		они	убивать	past	P	S		1	1				,точно её не убивали! Что то раньше вы их
ru1010	А уж прихожане то		прихожане	-	-	N	S		1					лицемеры. Сколько кричали, что если разрешат
ru1010	а уж оно то		оно	быть	past	P	S							и при коммунистах было. А от звона монет
ru1010	я уж ваших то		ваших	выкладывать	present	-	-			1				попов брюхатых не выкладываю, что ж это
ru1010	а уж она то		она	-	-	P	S		1					лучше меня. - Да брось, ты, Алка, не повезло
ru1010	а уж он то		он	упустить	past	P	S		1					символы вконтакте скачать упустил не ведающими
ru1010	что уж это то		это	знать	present	P	S	1						суппорт хотя бы знает), но и мне кажется
ru1010	, уж это то		это	знать	past	P	S	1	1					Хок знал очень хорошо — по собственному
ru1010	, уж это то		это	знать	present	P	S	1						я знаю, на моих глазах многие разбогатели
ru1010	Ну уж это то		это	знать	present	P	S	1						я точно знаю, что моя дочь не может выйти
ru1010	, уж тебе то		тебе	грозить	future	P	O		1					точно ничего не грозит , ты же не журналист
ru1010	, уж оно то		оно	обмануть	future	P	S							вас точно не обманет. Существует
ru1010	, уж они то		они	заслуживать	present	P	S		1					точно не заслуживают той жизни в которой
ru1010	- уж мужчины то		мужчины	заслужить	present	N	S		1					точно ничего хорошего не заслуживают.Ч
ru1010	- уж он то		он	найти	future	P	S		1	1				найдет с охраной общий язык д)отвечать
ru1010	- уж вы то		вы	мочь	past	P	S		1					могли бы. Я проложил дорогу. Теперь белоручки
ru1010	А уж они то		они	-	-	P	S		1					мастера провокаций. Весь мир об этом знает
ru1010	- уж контролёры то		контролёры	понимать	present	N	S		1					понимают, что если они начнут проверять
ru1010	- уж он то		он	-	-	P	S		1					точно не дурак, он король дураков.
ru1010	- уж вы то		вы	знакомиться	past	P	S		1	1				наверняка с материалами дела знакомились
ru1010	- уж мы то		мы	понимать	past	P	S		1					понимали друг друга с полу слова.
ru1010	, уж я то		я	делать	past	P	S		1	1				сама так делала знаю, только гадко потом
ru1010	- уж его то		его	должно	inf	P	O							должно хватить! Сейчас уже 115А есть
ru1010	, уж я то		я	знать	present	P	S	1						знаю :) Пожалуй, я знаю, что мне сейчас
ru1010	, уж я то		я	знать	present	P	S	1						знаю (мне давали на неделю погонять). От
ru1010	- уж я то		я	знать	present	P	S	1						знаю ))) Автор: Заголовок сообщения
ru1010	и уж я то		я	знать	present	P	S	1						знаю всех кто тут играл, и уж твоего мнения
ru1010	! уж я то		я	знать	present	P	S	1						знаю заебал газ а снимать жалко ! дешевле
ru1010	- уж я то		я	знать	present	P	S	1						знаю как сделать PR из ничего - организаторы
ru1010	, уж я то		я	знать	present	P	S	1						знаю как это делается))))) Все тут
ru1010	, уж я то		я	знать	present	P	S	1						знаю какой здесь креатив, на своей шкуре
ru1010	. уж я то		я	знать	present	P	S	1						знаю коим в какой то степени являюсь! им
ru1010	но уж я то		я	знать	present	P	S	1						знаю насколько она "хороша"... Лучше наших
ru1010	, уж я то		я	знать	present	P	S	1						знаю о чем говорю! Когда ко мне в аудиторию
ru1010	(уж я то		я	знать	present	P	S	1						знаю по своему горькому опыту) и желаю
ru1010	что уж я то		я	знать	present	P	S	1						знаю по-настоящему клевые места. Здесь
ru1010	,уж я то		я	знать	present	P	S	1						знаю чем он занимался и в основной деятельности
ru1010	- уж музыку то		музыку	писать	past	N	O			1				писали профессионалы :). Вероятно через
ru1010	и уж я то		я	знать	present	P	S	1						знаю, как выиграть в букмекерской конторе
ru1010	, уж я то		я	знать	present	P	S	1						знаю, как не приятно слышать про свою полноту
ru1010	– уж Вы то		Вы	соскучиваться	future	P	S		1					точно не соскучитесь, а свой досуг постоянно
ru1010	пушинки уж я то		я	знать	present	P	S	1						знаю, я сама весила 65кг сейчас слава богу
ru1010	..уж я то		я	знать	present	P	S	1						знаю,что говорю. На мой взгляд, девочка
ru1010	(уж я то		я	знать	present	P	S	1						знаю!) колокольный звон. И представьте
ru1010	(уж я то		я	знать	present	P	S	1						знаю!). Если же ты хочешь, чтоб тебя пожалели
ru1010	, уж я то		я	знать	present	P	S	1						знаю. Ведь совсем не сложно поддерживать
ru1010	, уж я то		я	знать	present	P	S	1						знаю. И планки Комода не помогут. Решай
ru1010	, уж я то		я	знать	present	P	S	1						знаю. Ознакомившись со списком тарифов
ru1010	– уж я то		я	знать	present	P	S	1						знаю. Такое дело никому не осилить. А если
ru1010	- уж он то		он	быть	future	P	S		1					точно будет с вами на конкурсе. Надеяться
ru1010	, уж я то		я	знать	present	P	S	1						знаю... Если надумаете брать с собой колбасу
ru1010	. уж я то		я	знать	present	P	S	1						знаю... Может быть какая-то кошка
ru1010	но уж я то		я	знать	present	P	S	1						знаю... Эх, Серега сразу бы разобрался,
ru1010	, уж я то		я	знать	present	P	S	1						знаю...!" Татьяне - респект! За такт и
ru1010	, уж я то		я	знать	present	P	S	1						знаю..... Следовательно, кредит —
ru1010	,уж я то		я	знать	present	P	S	1						знаю.Пажайлусто помогите!? Здравствуйте
ru1010	, уж я то		я	знать	present	P	S	1						знаю") Хотя Государственный Центр
ru1010	Да уж он то		он	помочь	future	P	S							нам очень поможет. -Может в лагере
ru1010	(уж я то		я	знать	present	P	S	1						знаю),но это очень круто,поверьте...жители
ru1010	(уж я то		я	знать	present	P	S	1						знаю). а Казанова всё-таки страшный
ru1010	(уж я то		я	знать	present	P	S	1						знаю). Есть же даже пословицы "Меньше знаешь
